chr	start	end	startCpG	endCpG	Mouth	Stomach	Small-intestine	Colon
chr4	188585105	188585343	7515832	7515837	0.83	0.05	0.76	0.92
chr1	236045312	236045961	2147589	2147594	0.87	0.10	0.88	0.94
chr3	41482674	41483391	4795125	4795131	0.92	0.11	0.88	0.91
chr4	77653174	77653391	6722957	6722962	0.93	0.13	0.92	0.92
chr9	114651409	114651885	14223979	14223997	0.92	0.09	0.85	0.88
chr3	188403160	188403364	5961339	5961344	0.97	0.15	0.91	0.95
chr4	20513599	20513938	6338882	6338888	0.92	0.11	0.96	0.85
chr8	103987580	103987925	13012051	13012057	0.80	0.03	0.76	0.89
chr4	125015582	125015794	7040966	7040972	0.88	0.13	0.96	0.95
chr5	175660705	175660961	8954738	8954746	0.92	0.15	0.96	0.96
chr1	22141758	22142009	390639	390647	0.87	0.11	0.95	0.92
chr18	72913811	72914028	23933481	23933488	0.85	0.09	0.96	0.87
chr5	96031557	96031915	8303274	8303279	0.91	0.14	0.95	0.95
chr1	228857493	228857762	2068158	2068166	0.84	0.01	0.86	0.74
chr20	22557179	22557575	25285370	25285388	0.69	0.00	0.84	0.88
chr19	3013079	3013624	24123486	24123494	0.78	0.03	0.88	0.84
chr7	4813477	4813699	10643303	10643311	0.85	0.09	0.94	0.89
chr7	1163397	1163633	10563263	10563276	0.80	0.06	0.88	0.89
chr14	68649293	68649517	19761214	19761219	0.76	0.08	0.94	0.94
chr10	115159268	115160148	15711488	15711496	0.91	0.11	0.92	0.88
chr2	28293439	28293860	2591979	2591987	0.86	0.11	0.94	0.93
chr4	22948302	22948608	6355480	6355487	0.90	0.05	0.62	0.91
chr6	42358336	42358622	9538601	9538612	0.92	0.15	0.97	0.95
chr16	4426477	4426763	21220055	21220064	0.90	0.15	0.98	0.95
chr1	84712921	84713451	1017348	1017357	0.24	0.90	0.04	0.02
chr1	206318507	206319161	1857399	1857404	0.78	0.07	0.94	0.92
chr7	80154020	80154419	11355331	11355341	0.94	0.15	0.95	0.94
chr6	149120401	149120624	10269200	10269206	0.95	0.02	0.48	0.88
chr10	131306012	131306264	15895299	15895304	0.91	0.15	0.97	0.97
chr8	95556189	95556716	12934202	12934210	0.92	0.13	0.90	0.93
chr22	19925025	19925250	26232081	26232089	0.95	0.13	0.93	0.88
chr7	82039051	82039255	11367522	11367527	0.95	0.12	0.92	0.88
chr7	105242954	105243234	11581245	11581251	0.75	0.03	0.84	0.89
chr6	150092841	150093217	10279942	10279949	0.81	0.05	0.89	0.84
chr20	48482761	48482987	25564904	25564909	0.72	0.05	0.92	0.91
chr16	73468002	73468216	21916134	21916141	0.84	0.08	0.87	0.91
chr15	76118948	76119161	20796929	20796934	0.92	0.02	0.59	0.84
chr3	137847172	137848526	5572496	5572505	0.91	0.08	0.84	0.86
chr16	11359108	11359359	21308185	21308191	0.94	0.09	0.87	0.82
chr15	57103783	57104164	20581316	20581321	0.96	0.15	0.89	0.95
chr22	35732355	35732567	26452579	26452585	0.92	0.14	0.93	0.93
chr12	96558752	96559012	18079811	18079818	0.85	0.02	0.71	0.83
chr11	22172121	22172602	16235200	16235206	0.87	0.08	0.82	0.92
chr2	135190440	135190967	3541298	3541306	0.94	0.16	0.95	0.96
chr8	29436943	29437416	12441834	12441839	0.93	0.10	0.86	0.86
chr3	29495858	29496224	4700633	4700639	0.03	0.88	0.24	0.06
chr19	49076362	49076564	24882722	24882727	0.71	0.05	0.93	0.92
chr17	29794898	29795133	22597274	22597279	0.83	0.03	0.71	0.87
chr6	20745419	20745697	9282118	9282125	0.90	0.05	0.60	0.93
chr1	28727279	28727759	495475	495481	0.85	0.05	0.81	0.86
chr11	7629724	7630103	16106335	16106346	0.97	0.16	0.98	0.93
chr12	106066258	106066559	18157198	18157203	0.84	0.06	0.83	0.88
chr18	23810540	23810784	23554790	23554797	0.93	0.15	0.96	0.95
chr3	117196381	117196775	5378937	5378943	0.71	0.02	0.92	0.84
chr13	73568137	73568877	18992923	18992932	0.91	0.10	0.84	0.92
chr1	36580608	36580836	595361	595368	0.85	0.09	0.90	0.90
chr6	155461804	155462685	10334725	10334731	0.90	0.14	0.96	0.94
chr16	88566911	88567151	22134813	22134821	0.86	0.07	0.77	0.90
chr15	96887520	96887825	21020827	21020842	0.82	0.11	0.97	0.95
chr2	220906987	220907692	4176602	4176608	0.91	0.05	0.66	0.88
chr2	122325156	122325535	3417402	3417410	0.70	0.05	0.90	0.94
chr2	153309766	153310366	3662603	3662610	0.91	0.14	0.92	0.94
chr21	38229305	38229740	26007700	26007709	0.95	0.16	0.94	0.94
chr21	34910728	34911212	25967820	25967826	0.94	0.11	0.89	0.87
chr15	62455354	62455717	20632834	20632840	0.95	0.15	0.90	0.97
chr4	5824442	5824750	6185440	6185445	0.90	0.01	0.75	0.74
chr2	239310266	239310493	4373263	4373268	0.08	0.86	0.12	0.04
chr5	108461856	108462179	8378152	8378157	0.86	0.10	0.87	0.94
chr2	65889806	65890214	2921284	2921294	0.05	0.88	0.25	0.03
chr18	9356131	9356363	23430785	23430790	0.66	0.01	0.89	0.89
chr16	85604600	85604831	22069463	22069471	0.83	0.04	0.83	0.84
chr2	87872560	87872784	3108232	3108241	0.81	0.08	0.91	0.92
chr10	75893890	75894795	15346533	15346538	0.95	0.11	0.91	0.85
chr15	96891148	96891353	21020959	21020966	0.88	0.14	0.96	0.95
chr16	25045131	25045553	21483937	21483943	0.79	0.09	0.89	0.95
chr5	159589149	159589376	8804264	8804269	0.94	0.11	0.80	0.93
chr4	33540392	33540826	6430738	6430743	0.95	0.10	0.87	0.83
chr1	67379891	67380589	909533	909539	0.93	0.11	0.93	0.86
chr17	62660177	62660504	23016642	23016648	0.95	0.14	0.86	0.96
chr1	99487520	99487896	1129168	1129173	0.86	0.05	0.81	0.83
chr10	74092704	74092932	15326197	15326203	0.82	0.06	0.85	0.88
chr7	150079222	150079506	11950442	11950454	0.29	0.92	0.02	0.02
chr3	4685674	4685979	4482566	4482571	0.81	0.03	0.86	0.82
chr1	51035906	51036143	761992	761998	0.76	0.08	0.91	0.95
chr12	12214897	12215160	17425953	17425958	0.93	0.12	0.89	0.90
chr16	83166843	83167196	22024288	22024295	0.94	0.15	0.94	0.95
chr10	84619375	84619578	15427299	15427305	0.95	0.16	0.95	0.94
chr19	35745541	35745943	24639139	24639148	0.88	0.12	0.94	0.92
chr11	80831043	80831864	16810513	16810518	0.74	0.03	0.86	0.88
chr11	3493045	3493317	16070936	16070945	0.90	0.06	0.65	0.92
chr8	1906288	1906507	12135948	12135961	0.04	0.81	0.01	0.02
chr11	104935922	104936457	16967973	16967979	0.97	0.18	0.98	0.96
chr15	81422779	81422996	20856254	20856259	0.95	0.09	0.91	0.80
chr3	49551069	49551600	4891748	4891753	0.75	0.03	0.89	0.84
chr1	205770234	205770640	1853233	1853238	0.84	0.01	0.74	0.78
chr16	5824394	5824777	21244857	21244863	0.85	0.02	0.66	0.86
chr2	8366847	8367105	2382837	2382842	0.74	0.06	0.91	0.91
chr17	62782520	62782771	23018608	23018618	0.01	0.87	0.17	0.09
chr15	101908348	101908805	21079611	21079619	0.90	0.08	0.92	0.80
chr16	52563637	52564119	21689582	21689587	0.87	0.10	0.94	0.88
chr15	40722480	40722764	20425141	20425149	0.07	0.84	0.02	0.06
chr6	7206462	7206780	9143626	9143631	0.91	0.12	0.94	0.88
chr5	133353590	133353841	8556790	8556797	0.92	0.06	0.75	0.83
chr8	42515980	42516282	12560658	12560664	0.80	0.08	0.91	0.92
chr8	11656336	11656693	12258255	12258262	0.88	0.04	0.67	0.86
chr3	50327359	50327691	4905150	4905162	0.90	0.14	0.92	0.94
chr1	150851879	150852329	1377296	1377302	0.86	0.10	0.89	0.91
chr6	54710113	54710561	9640606	9640612	0.19	0.88	0.02	0.03
chr9	128401667	128401991	14361172	14361178	0.87	0.12	0.92	0.92
chr11	31675297	31675587	16291468	16291473	0.96	0.18	0.97	0.97
chr15	65392691	65392937	20668684	20668689	0.06	0.93	0.29	0.13
chr17	16303968	16304323	22448587	22448597	0.90	0.04	0.63	0.88
chr2	74731165	74731377	3007029	3007040	0.85	0.05	0.68	0.92
chr18	25195460	25195715	23565558	23565564	0.96	0.10	0.94	0.80
chr18	74555589	74555947	23956314	23956324	0.91	0.12	0.92	0.90
chr1	230876824	230877130	2091703	2091708	0.87	0.09	0.84	0.90
chr1	10741593	10741839	219364	219371	0.86	0.02	0.79	0.77
chr22	37962582	37962819	26489432	26489447	0.89	0.05	0.79	0.80
chr19	17249980	17250454	24429588	24429596	0.63	0.04	0.96	0.94
chr10	14729212	14729633	14818705	14818710	0.80	0.03	0.89	0.78
chr5	84381431	84381868	8230269	8230275	0.91	0.10	0.90	0.85
chr6	144746395	144746612	10237304	10237309	0.88	0.02	0.83	0.71
chr2	202730567	202730893	4014940	4014945	0.81	0.01	0.75	0.80
chr5	171781903	171782110	8906218	8906223	0.94	0.15	0.91	0.95
chr2	234344930	234345443	4303902	4303919	0.96	0.18	0.96	0.97
chr11	19452919	19453543	16215399	16215405	0.94	0.13	0.91	0.90
chr10	69039161	69039430	15260853	15260858	0.84	0.09	0.93	0.87
chr5	51416362	51416759	7967117	7967129	0.87	0.09	0.85	0.88
chr2	112487279	112487790	3322501	3322511	0.92	0.14	0.95	0.91
chr6	39266425	39266627	9505852	9505857	0.90	0.11	0.84	0.91
chr4	20062099	20062998	6335907	6335915	0.85	0.06	0.80	0.86
chr10	80906620	80906832	15394617	15394623	0.82	0.02	0.84	0.78
chr3	137727717	137728395	5571398	5571406	0.93	0.13	0.88	0.91
chr8	137507460	137507677	13256126	13256133	0.91	0.11	0.86	0.90
chr17	8444613	8444856	22356452	22356457	0.96	0.18	0.95	0.97
chr8	42162746	42163130	12555491	12555499	0.86	0.02	0.89	0.70
chr6	73920761	73921344	9737659	9737665	0.95	0.14	0.90	0.91
chr7	219786	220021	10533553	10533559	0.88	0.04	0.84	0.76
chr18	18957189	18957508	23506235	23506240	0.78	0.06	0.92	0.87
chr18	55344926	55345257	23790084	23790091	0.78	0.02	0.81	0.83
chr7	147130009	147130381	11911791	11911798	0.90	0.03	0.58	0.87
chr10	114834165	114834398	15707992	15707998	0.94	0.13	0.82	0.93
chr1	57444877	57445142	830022	830028	0.88	0.01	0.72	0.76
chr14	64653393	64653872	19723781	19723786	0.88	0.15	0.97	0.96
chr9	131831541	131831791	14420206	14420214	0.84	0.01	0.59	0.88
chr5	118372762	118373068	8444921	8444928	0.89	0.06	0.82	0.81
chr11	69034916	69035131	16670917	16670927	0.86	0.07	0.80	0.87
chr1	27457698	27457969	474909	474916	0.89	0.08	0.74	0.92
chr20	49970974	49971264	25588822	25588829	0.80	0.08	0.93	0.88
chr17	37545545	37545771	22695980	22695986	0.83	0.06	0.82	0.87
chr8	6484214	6484416	12187706	12187714	0.96	0.18	0.96	0.97
chr20	21127091	21127590	25272216	25272222	0.97	0.16	0.96	0.91
chr10	16822712	16822941	14841701	14841707	0.80	0.02	0.83	0.78
chr11	85379426	85379874	16838516	16838529	0.96	0.15	0.92	0.93
chr7	107423388	107423752	11600168	11600174	0.87	0.13	0.95	0.93
chr1	3449643	3450015	93939	93950	0.03	0.87	0.10	0.15
chr5	10141479	10141862	7682057	7682063	0.71	0.07	0.94	0.95
chr22	50718526	50718996	26738396	26738421	0.79	0.03	0.87	0.80
chr4	114559547	114559815	6975371	6975376	0.90	0.13	0.97	0.90
chr1	25521304	25521508	442854	442860	0.03	0.83	0.03	0.07
chr20	33368949	33369288	25381825	25381830	0.93	0.13	0.82	0.95
chr18	72974961	72975365	23934799	23934807	0.96	0.17	0.96	0.95
chr22	39434387	39434630	26520152	26520162	0.85	0.05	0.76	0.85
chr13	95805304	95805717	19134670	19134675	0.90	0.03	0.59	0.85
chr1	10762800	10763045	220019	220026	0.84	0.08	0.87	0.89
chr6	146283197	146283630	10246868	10246874	0.74	0.06	0.90	0.92
chr15	76254395	76255723	20798242	20798248	0.94	0.11	0.80	0.91
chr8	29871496	29871734	12445328	12445334	0.89	0.13	0.90	0.95
chr17	66096145	66096384	23060797	23060803	0.96	0.02	0.69	0.69
chr17	26647849	26648137	22553340	22553345	0.96	0.17	0.96	0.95
chr2	214734854	214735227	4112263	4112268	0.92	0.12	0.91	0.87
chr2	234325406	234325971	4303618	4303627	0.98	0.16	0.94	0.92
chr16	57227473	57227716	21737855	21737861	0.89	0.13	0.91	0.92
chr10	79327066	79327281	15376428	15376436	0.95	0.18	0.96	0.96
chr12	18404613	18405409	17475542	17475550	0.93	0.15	0.94	0.92
chr7	134863050	134863483	11801298	11801311	0.66	0.06	0.96	0.94
chr20	35789062	35789311	25417668	25417673	0.87	0.07	0.77	0.88
chr14	55313568	55314677	19643927	19643936	0.93	0.14	0.91	0.94
chr10	120456948	120457482	15762753	15762758	0.96	0.10	0.91	0.79
chr7	31414982	31415610	10887980	10887986	0.87	0.12	0.96	0.90
chr4	78055655	78055910	6727023	6727028	0.89	0.02	0.65	0.80
chr9	34343281	34343884	13664395	13664402	0.79	0.10	0.93	0.94
chr16	88565067	88565597	22134734	22134754	0.89	0.10	0.77	0.92
chr3	144266866	144267112	5626501	5626506	0.89	0.03	0.64	0.84
chr11	48040027	48040475	16440721	16440729	0.68	0.04	0.90	0.91
chr16	84218180	84218657	22038944	22038960	0.85	0.11	0.90	0.91
chr10	49219952	49220544	15125027	15125035	0.78	0.03	0.89	0.80
chr16	78928833	78929077	21976254	21976262	0.97	0.09	0.74	0.86
chr7	18233117	18233640	10766990	10766996	0.79	0.06	0.77	0.93
chr1	233289003	233289432	2116909	2116914	0.94	0.13	0.89	0.89
chr8	91599755	91600247	12907055	12907061	0.88	0.12	0.92	0.89
chr1	163641818	163642065	1522866	1522874	0.95	0.17	0.93	0.96
chr2	240246009	240246291	4389814	4389819	0.93	0.09	0.89	0.81
chr3	29934805	29935070	4703424	4703429	0.04	0.91	0.33	0.10
chr10	112190723	112191000	15684343	15684348	0.73	0.05	0.93	0.87
chr8	18744299	18744514	12323820	12323830	0.86	0.10	0.94	0.87
chr12	27069005	27069365	17539621	17539627	0.92	0.08	0.78	0.84
chr13	95360462	95360865	19130450	19130469	0.08	0.88	0.11	0.13
chr22	23796969	23797234	26297923	26297928	0.71	0.07	0.93	0.94
chr14	25503045	25503681	19425581	19425588	0.94	0.14	0.94	0.89
chr18	52548589	52548951	23767330	23767336	0.93	0.14	0.97	0.87
chr15	67036455	67036655	20690622	20690630	0.81	0.03	0.85	0.78
chr4	97183348	97183698	6859516	6859521	0.80	0.10	0.94	0.93
chr5	73089804	73090054	8136223	8136228	0.93	0.16	0.94	0.94
chr13	89911292	89911517	19095080	19095085	0.84	0.05	0.83	0.81
chr6	159281292	159281501	10378902	10378907	0.92	0.13	0.96	0.88
chr17	9481618	9481932	22372454	22372461	0.90	0.11	0.89	0.87
chr1	18808584	18808834	340964	340975	0.89	0.12	0.87	0.93
chr18	24282093	24282302	23559434	23559439	0.89	0.14	0.89	0.96
chr6	136267794	136268271	10169664	10169669	0.93	0.03	0.78	0.71
chr10	62852716	62853121	15219145	15219150	0.89	0.06	0.77	0.82
chr12	15324120	15324467	17455680	17455685	0.76	0.01	0.64	0.91
chr11	102245821	102246163	16950777	16950788	0.93	0.13	0.95	0.86
chr17	30332952	30333189	22605139	22605148	0.91	0.15	0.93	0.95
chr7	81574655	81575041	11364689	11364696	0.90	0.04	0.76	0.78
chr8	23412179	23412447	12381297	12381302	0.93	0.14	0.88	0.94
chr2	103132493	103132732	3232058	3232063	0.92	0.16	0.94	0.95
chr12	64229339	64229884	17856549	17856554	0.74	0.02	0.79	0.85
chr10	121106400	121106636	15772309	15772316	0.95	0.16	0.94	0.92
chr15	96893935	96894390	21020988	21020994	0.90	0.13	0.86	0.95
chr7	158443340	158443683	12085493	12085500	0.94	0.16	0.94	0.95
chr4	6958629	6958910	6205884	6205891	0.93	0.10	0.92	0.80
chr1	48839217	48839756	747742	747748	0.97	0.18	0.95	0.95
chr22	46988391	46988645	26662719	26662728	0.79	0.10	0.94	0.92
chr3	129164699	129165358	5500733	5500748	0.94	0.16	0.92	0.95
chr9	117534787	117535598	14259034	14259045	0.95	0.15	0.84	0.95
chr2	106730513	106730835	3264016	3264024	0.91	0.13	0.86	0.92
chr3	58710511	58710721	4998715	4998720	0.78	0.10	0.90	0.96
chr17	72433048	72433361	23130154	23130166	0.95	0.13	0.97	0.82
chr2	198263460	198264377	3978544	3978550	0.91	0.13	0.89	0.90
chr12	105614486	105614705	18153430	18153436	0.87	0.05	0.70	0.86
chr2	224391701	224392011	4203566	4203571	0.95	0.15	0.92	0.91
chr8	18703678	18704077	12323398	12323407	0.93	0.04	0.83	0.70
chr6	114002999	114003422	10018523	10018530	0.90	0.15	0.92	0.96
chr12	10502658	10503094	17412067	17412072	0.95	0.13	0.80	0.91
chr7	148417153	148417434	11924105	11924110	0.92	0.14	0.92	0.92
chr6	14540248	14540478	9218180	9218186	0.92	0.06	0.59	0.88
chr2	60783349	60783570	2869283	2869288	0.27	0.89	0.01	0.02
chr4	36182463	36183781	6444977	6444983	0.96	0.18	0.94	0.96
chr14	34249285	34249871	19484943	19484948	0.89	0.07	0.73	0.87
chr14	85585266	85585637	19921420	19921425	0.97	0.04	0.71	0.72
chr22	38319568	38320414	26497894	26497907	0.91	0.11	0.81	0.90
chr12	102474702	102475270	18126731	18126736	0.92	0.15	0.93	0.95
chr2	10511054	10511505	2414858	2414866	0.87	0.10	0.88	0.89
chr3	51613211	51613633	4919840	4919845	0.93	0.17	0.96	0.97
chr20	30850931	30851458	25344550	25344555	0.88	0.05	0.74	0.81
chr7	156795726	156796146	12047309	12047337	0.12	0.94	0.01	0.29
chr12	105661953	105662429	18153948	18153954	0.93	0.09	0.80	0.84
chr7	100976324	100976663	11528917	11528922	0.03	0.92	0.38	0.11
chr19	40928262	40928464	24734960	24734967	0.84	0.01	0.82	0.71
chr17	13430938	13431256	22416732	22416737	0.80	0.04	0.74	0.86
chr10	126441902	126442274	15837353	15837359	0.95	0.16	0.91	0.94
chr1	2505747	2506028	69263	69270	0.82	0.12	0.95	0.94
chr11	46287706	46287924	16413117	16413122	0.96	0.05	0.83	0.68
chr4	157709268	157709543	7266271	7266277	0.96	0.18	0.97	0.93
chr6	114940657	114941524	10025431	10025436	0.87	0.05	0.85	0.75
chr1	24124871	24125194	421536	421545	0.89	0.13	0.93	0.91
chr1	85228274	85228894	1021321	1021328	0.95	0.05	0.58	0.84
chr4	163843892	163844275	7306501	7306506	0.88	0.09	0.84	0.85
chr20	50656385	50656671	25600192	25600199	0.22	0.91	0.12	0.05
chr17	59097435	59098340	22972435	22972440	0.93	0.08	0.84	0.79
chr4	89340759	89341541	6810961	6810969	0.79	0.02	0.83	0.77
chr1	15525102	15525354	287206	287212	0.93	0.12	0.81	0.89
chr18	13017680	13018226	23476907	23476913	0.82	0.01	0.69	0.81
chr1	66090070	66090319	901640	901645	0.85	0.12	0.93	0.93
chr17	10670105	10670470	22388657	22388665	0.91	0.11	0.88	0.86
chr2	152829594	152830111	3657895	3657901	0.73	0.05	0.93	0.86
chr8	55121968	55122172	12646467	12646472	0.78	0.01	0.71	0.83
chr10	101193951	101194509	15573363	15573373	0.76	0.07	0.89	0.92
chr17	691008	691434	22199810	22199817	0.91	0.11	0.86	0.87
chr10	290310	290730	14635633	14635643	0.93	0.17	0.95	0.95
chr15	52071438	52071641	20539622	20539627	0.92	0.09	0.76	0.86
chr7	46652786	46652987	11023127	11023132	0.90	0.06	0.60	0.91
chr16	16165500	16165720	21375746	21375756	0.91	0.14	0.86	0.95
chr8	37373442	37373665	12501719	12501726	0.92	0.15	0.89	0.96
chr1	241379045	241379354	2198620	2198627	0.89	0.15	0.95	0.94
chr15	65393020	65393382	20668690	20668695	0.03	0.90	0.32	0.11
chr6	73492082	73492323	9734797	9734802	0.97	0.11	0.82	0.82
chr4	8248943	8249225	6232094	6232104	0.91	0.03	0.72	0.74
chr17	16984574	16984774	22458219	22458224	0.93	0.07	0.84	0.76
chr3	150091826	150092196	5664005	5664010	0.94	0.15	0.87	0.94
chr16	88564178	88564497	22134688	22134712	0.75	0.01	0.64	0.90
chr8	59566578	59566908	12683822	12683831	0.87	0.01	0.79	0.70
chr22	19925258	19925476	26232089	26232096	0.94	0.11	0.87	0.84
chr14	68383037	68383605	19759603	19759609	0.96	0.18	0.96	0.94
chr19	11995926	11996155	24328007	24328013	0.89	0.14	0.95	0.92
chr3	52298162	52298398	4929448	4929454	0.89	0.09	0.87	0.84
chr8	131107569	131107827	13204522	13204528	0.73	0.04	0.87	0.86
chr9	94937344	94937635	14037253	14037264	0.95	0.17	0.94	0.94
chr18	19780872	19781199	23516488	23516497	0.86	0.08	0.80	0.86
chr7	17279140	17279830	10760508	10760513	0.87	0.02	0.71	0.76
chr9	97458825	97459163	14070040	14070046	0.92	0.09	0.73	0.89
chr6	41006305	41006709	9519742	9519748	0.96	0.11	0.66	0.94
chr13	43335234	43335435	18785928	18785933	0.73	0.02	0.81	0.85
chr4	90043392	90043633	6816622	6816634	0.87	0.12	0.90	0.90
chr15	96887842	96888125	21020842	21020859	0.69	0.08	0.96	0.95
chr1	27480410	27480669	475167	475185	0.65	0.06	0.95	0.95
chr20	43276665	43277116	25495160	25495167	0.88	0.06	0.77	0.82
chr13	114109672	114110027	19334245	19334263	0.88	0.15	0.95	0.94
chr1	207995308	207995564	1871760	1871770	0.92	0.02	0.83	0.63
chr9	137107894	137108105	14524671	14524683	0.87	0.10	0.93	0.86
chr2	212458507	212458813	4098522	4098527	0.90	0.10	0.80	0.88
chr9	6761547	6761932	13467120	13467127	0.89	0.02	0.60	0.81
chr17	4927390	4927679	22293763	22293774	0.88	0.12	0.89	0.90
chr14	103563635	103564045	20139282	20139299	0.91	0.16	0.93	0.95
chr12	110368234	110368438	18204016	18204025	0.94	0.17	0.94	0.94
chr8	134505364	134505639	13231792	13231798	0.94	0.17	0.94	0.94
chr1	82146075	82146360	1001996	1002004	0.96	0.13	0.71	0.95
chr9	38153320	38153712	13711948	13711953	0.92	0.12	0.88	0.86
chr2	234349139	234349631	4303997	4304016	0.88	0.10	0.88	0.87
chr14	53215832	53216216	19626328	19626333	0.93	0.04	0.68	0.75
chr2	101567569	101567961	3214452	3214457	0.96	0.17	0.94	0.92
chr10	21955506	21955718	14888590	14888595	0.96	0.18	0.96	0.93
chr16	69915981	69916642	21869637	21869650	0.88	0.14	0.95	0.93
chr3	38462704	38462943	4770785	4770798	0.83	0.01	0.95	0.65
chr11	27350336	27350775	16265485	16265491	0.89	0.14	0.92	0.92
chr2	20811176	20811384	2506879	2506886	0.79	0.01	0.76	0.79
chr8	58780889	58781223	12677656	12677661	0.91	0.12	0.81	0.92
chr3	130781171	130781695	5517262	5517267	0.80	0.08	0.85	0.90
chr4	108614700	108615422	6928824	6928831	0.95	0.18	0.96	0.96
chr9	46210929	46211244	13782376	13782382	0.82	0.01	0.42	0.85
chr4	48947729	48947957	6549324	6549336	0.72	0.02	0.80	0.86
chr6	110828888	110829200	9993047	9993052	0.85	0.03	0.73	0.79
chr2	87799440	87799660	3107461	3107466	0.89	0.05	0.72	0.82
chr21	38335274	38335909	26009206	26009216	0.95	0.15	0.89	0.90
chr7	47440776	47440991	11029648	11029653	0.73	0.04	0.82	0.87
chr3	196907238	196907574	6056682	6056689	0.95	0.17	0.90	0.96
chr6	105706714	105706948	9943179	9943184	0.77	0.01	0.70	0.83
chr7	37199383	37199735	10935657	10935662	0.80	0.05	0.72	0.90
chr17	80728423	80728658	23328111	23328119	0.89	0.06	0.91	0.73
chr9	6216171	6217113	13460666	13460674	0.73	0.08	0.90	0.94
chr9	3568116	3568371	13438665	13438671	0.91	0.08	0.82	0.82
chr9	116310974	116311192	14243685	14243691	0.75	0.03	0.81	0.83
chr14	75988747	75989066	19844218	19844227	0.80	0.08	0.89	0.89
chr5	17124608	17124852	7746208	7746214	0.79	0.05	0.82	0.86
chr1	184944288	184944558	1692230	1692235	0.93	0.05	0.78	0.72
chr2	208477457	208477907	4069267	4069274	0.86	0.09	0.86	0.86
chr17	73163381	73164182	23144520	23144527	0.90	0.12	0.90	0.87
chr11	22945421	22946995	16240140	16240145	0.64	0.05	0.96	0.91
chr19	49253779	49254087	24887532	24887557	0.96	0.19	0.97	0.96
chr7	155636474	155636676	12030285	12030293	0.90	0.13	0.90	0.88
chr8	30587824	30588123	12453979	12453986	0.80	0.09	0.88	0.91
chr5	139558842	139559371	8626308	8626320	0.93	0.17	0.94	0.96
chr18	8827623	8827857	23425512	23425517	0.92	0.14	0.92	0.90
chr14	56508705	56509372	19655715	19655722	0.94	0.17	0.93	0.95
chr1	229278886	229279093	2072723	2072728	0.92	0.17	0.95	0.95
chr6	158982796	158983322	10373923	10373933	0.79	0.10	0.92	0.93
chr1	32031612	32032199	536669	536674	0.89	0.14	0.87	0.95
chr1	206079595	206080071	1854738	1854745	0.90	0.06	0.81	0.77
chr6	41709978	41710195	9528973	9528983	0.93	0.09	0.82	0.80
